_id,cod_ccr,nome_ccr,cr_ccr,ch_ccr,desc_matriz,fase_oferta,ccr_obrigatorio,ccr_optativo,nome_campus,cod_uffs,cod_emec,nome_curso,turno,per_ingresso,em_andamento,data_atualizacao
a8c63296-bf03-4077-91d3-f89ea192c3be,GCA438,Levantamento e classificação de solos,3,45,68-AGRONOMIA - ERECHIM - 2014/1,4,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
053b8766-1df1-4de2-b351-1f11395731fc,GCA438,Levantamento e classificação de solos,3,45,99-AGRONOMIA - ERECHIM - 2019/1,4,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
00e62a5c-dabe-4482-bd3a-a5a30819e3c2,GCA439,Forragicultura,4,60,99-AGRONOMIA - ERECHIM - 2019/1,4,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
46b86d77-004f-4210-9beb-da59ae655b06,GCA439,Forragicultura,4,60,68-AGRONOMIA - ERECHIM - 2014/1,4,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
add8aea1-ad74-4e7f-8d6d-d8d6b375f095,GCA440,Agroecologia,2,30,70-CIÊNCIAS ECONÔMICAS - LARANJEIRAS DO SUL - 2015/1,6,Sim,Não,Laranjeiras do Sul,2601,5000387,CIÊNCIAS ECONÔMICAS,NOTURNO,Sim,Sim,2020-01-21
f42a8eeb-92c0-4037-b5f3-db66af995229,GCA441,Tecnologias de processamento de produtos agrícolas,2,30,80-AGRONOMIA - LARANJEIRAS DO SUL - 2017/1,0,Não,Sim,Laranjeiras do Sul,2503,5000383,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
dc179664-d37e-46e8-91fd-14e3c938fb78,GCA441,Tecnologias de processamento de produtos agrícolas,2,30,70-CIÊNCIAS ECONÔMICAS - LARANJEIRAS DO SUL - 2015/1,0,Não,Sim,Laranjeiras do Sul,2601,5000387,CIÊNCIAS ECONÔMICAS,NOTURNO,Sim,Sim,2020-01-21
4d33384e-fe8e-4129-9245-e245ea7450ce,GCA442,Diagnóstico de sistemas agrários III,1,15,99-AGRONOMIA - ERECHIM - 2019/1,4,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
ba282fd9-3711-4d04-9374-9f0e8f28c7fd,GCA442,Diagnóstico de sistemas agrários III,1,15,68-AGRONOMIA - ERECHIM - 2014/1,4,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
bbeff30d-648d-4e41-b4c1-41870264b323,GCA443,Tópicos em fertilidade do solo,3,45,32-AGRONOMIA - CERRO LARGO - 2010/1,0,Não,Sim,Cerro Largo,4500,5000381,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
b43620d3-cbce-40ce-9206-ea3333ea18c3,GCA444,Entomologia agrícola,3,45,68-AGRONOMIA - ERECHIM - 2014/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
c4a8c0ac-1c7c-44a4-835e-86e397482ff0,GCA444,Entomologia agrícola,3,45,99-AGRONOMIA - ERECHIM - 2019/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
4c80aa95-c04b-4411-bbbd-873f56bba7f8,GCA445,Agroecologia I – fundamentos,4,60,99-AGRONOMIA - ERECHIM - 2019/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
60bc85f4-f388-487d-9045-1f532977399f,GCA445,Agroecologia I – fundamentos,4,60,68-AGRONOMIA - ERECHIM - 2014/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
ff1f9733-ad2e-43e3-82c3-b3a4b79efcc8,GCA446,Bovinocultura de leite,4,60,68-AGRONOMIA - ERECHIM - 2014/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
763262ad-e185-4ebe-8ee3-ec755bc79bf1,GCA447,Saúde de plantas II,3,45,99-AGRONOMIA - ERECHIM - 2019/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
f9ed89ee-9d2a-45b1-807e-d9aeed705ec4,GCA448,Máquinas agrícolas,3,45,68-AGRONOMIA - ERECHIM - 2014/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
e53db579-421d-43a8-9a3e-1803eb503fcc,GCA448,Máquinas agrícolas,3,45,99-AGRONOMIA - ERECHIM - 2019/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
4f6f0b61-3e47-4bca-850b-51b8518048ae,GCA449,Diagnóstico de sistemas agrários IV,1,15,68-AGRONOMIA - ERECHIM - 2014/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
409003b2-a9a2-4981-bc79-dc63494eb0a6,GCA449,Diagnóstico de sistemas agrários IV,1,15,99-AGRONOMIA - ERECHIM - 2019/1,5,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
c4fc63ad-4d55-4422-b4ef-7021100e7708,GCA450,Mecanização agrícola,2,30,68-AGRONOMIA - ERECHIM - 2014/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
c94e774e-4449-4068-96e0-5da57df52e3d,GCA450,Mecanização agrícola,2,30,74-AGRONOMIA - ERECHIM - 2016/1,6,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
582f5bb5-b97d-4217-8895-936a3b0cbe8a,GCA450,Mecanização agrícola,2,30,99-AGRONOMIA - ERECHIM - 2019/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
bddbf2fe-1367-4477-b07a-4eaa18a82757,GCA451,Química e fertilidade do solo,4,60,68-AGRONOMIA - ERECHIM - 2014/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
6776484b-8209-4397-a736-4f454a7c9159,GCA451,Química e fertilidade do solo,4,60,99-AGRONOMIA - ERECHIM - 2019/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
20468e92-fb2a-4fb8-9e6e-6d04ceae2617,GCA452,Plantas de lavoura I,4,60,68-AGRONOMIA - ERECHIM - 2014/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
56a454ae-2a85-4b8b-abbc-5ed76b7d1651,GCA452,Plantas de lavoura I,4,60,99-AGRONOMIA - ERECHIM - 2019/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
2dbf289b-be7d-405b-a246-4f617999d9e1,GCA453,Floricultura e paisagismo,2,30,68-AGRONOMIA - ERECHIM - 2014/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
16b5b994-e719-407c-ac69-70ef80b3286f,GCA453,Floricultura e paisagismo,2,30,99-AGRONOMIA - ERECHIM - 2019/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
e5086620-35b0-4c81-a7ad-856b7ed387d2,GCA454,Diagnóstico de sistemas agrários V,1,15,99-AGRONOMIA - ERECHIM - 2019/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
19ec16d9-eecf-42da-b3b1-bc170adb372c,GCA454,Diagnóstico de sistemas agrários V,1,15,68-AGRONOMIA - ERECHIM - 2014/1,6,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
4d9da089-6410-432b-b6a1-b3c66bf76405,GCA455,Tópicos especiais em agronomia I,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
60488ff5-e742-4aff-a517-e3f71439a9ce,GCA455,Tópicos especiais em agronomia I,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
11fa6cb2-5c7d-4fb1-a233-4a84f3e47bbf,GCA455,Tópicos especiais em agronomia I,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
4694cb8a-2e7d-4a79-ad4a-04504ed68f3e,GCA456,Topografia e geodésia,5,75,74-AGRONOMIA - ERECHIM - 2016/1,3,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
e814784c-be74-4ac9-b489-89136adac1a5,GCA457,Bromatologia,3,45,74-AGRONOMIA - ERECHIM - 2016/1,3,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
ecc651fd-d1bf-4fe2-90ae-6c63953c8532,GCA458,Fitopatologia I,3,45,74-AGRONOMIA - ERECHIM - 2016/1,4,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
8ee2d533-6b4a-4b29-8622-240bfc8622fd,GCA459,Entomologia agrícola,3,45,74-AGRONOMIA - ERECHIM - 2016/1,5,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
c9477a7b-0f1c-4eee-aa9f-9267d280c1a5,GCA460,Agroecologia I - fundamentos,4,60,74-AGRONOMIA - ERECHIM - 2016/1,6,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
1a68c5f7-b793-4ece-bedd-00fde4d9e89b,GCA461,Bovinocultura,4,60,74-AGRONOMIA - ERECHIM - 2016/1,5,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
e1c686ba-4f97-405c-9054-f5a6e443f6b4,GCA462,Fitopatologia II,3,45,74-AGRONOMIA - ERECHIM - 2016/1,5,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
10c14a63-9d51-4137-b0e7-28fb2e48d198,GCA463,Máquinas agrícolas,4,60,74-AGRONOMIA - ERECHIM - 2016/1,5,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
54489489-debc-4a03-adee-24f66423a98b,GCA464,Floricultura e paisagismo,2,30,74-AGRONOMIA - ERECHIM - 2016/1,6,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
829d946f-5945-40bd-82d9-69678520c197,GCA465,Suinocultura,3,45,74-AGRONOMIA - ERECHIM - 2016/1,6,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
037d8944-43d1-4aee-8942-3daee757e43b,GCA466,Plantas de lavoura II,4,60,74-AGRONOMIA - ERECHIM - 2016/1,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
8703e4d0-d204-4770-8185-83e5b9cf313f,GCA467,Avicultura,3,45,74-AGRONOMIA - ERECHIM - 2016/1,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
b134c6b7-6db2-430e-a49c-61af3e38ce2d,GCA468,Manejo e conservação de solo e da água,4,60,74-AGRONOMIA - ERECHIM - 2016/1,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
28debefc-d0d4-4c10-8839-93dd54839c33,GCA469,Fruticultura,4,60,74-AGRONOMIA - ERECHIM - 2016/1,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
bdc8db60-ea44-461f-95f2-1e13ac456b52,GCA470,Irrigação e drenagem,4,60,74-AGRONOMIA - ERECHIM - 2016/1,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
104ec653-e386-4f03-8a66-180820953c9f,GCA471,Construções rurais e ambiência,3,45,74-AGRONOMIA - ERECHIM - 2016/1,7,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
674d76b6-466b-484c-a8aa-6a7a142e9952,GCA472,Agroecologia II - vivências,4,60,74-AGRONOMIA - ERECHIM - 2016/1,8,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
34f68a78-0954-4c64-8afd-6a3e9885d4e3,GCA473,Olericultura,4,60,74-AGRONOMIA - ERECHIM - 2016/1,8,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
9f3ec393-2924-4884-8b16-478177f114aa,GCA473,Olericultura,4,60,68-AGRONOMIA - ERECHIM - 2014/1,8,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
c224acc1-aebb-4ad2-99b3-71c67216fde9,GCA473,Olericultura,4,60,99-AGRONOMIA - ERECHIM - 2019/1,8,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
9f13e338-67d3-43a4-9b0d-d4dd04481a50,GCA474,Secagem e armazenagem de grãos,4,60,74-AGRONOMIA - ERECHIM - 2016/1,8,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
ec002496-96dc-4ef8-8511-62d1d14e7a6e,GCA475,Processamento de produtos de origem animal,4,60,68-AGRONOMIA - ERECHIM - 2014/1,8,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
75a36b66-3135-450f-8f45-385c8fcccdb3,GCA475,Processamento de produtos de origem animal,4,60,74-AGRONOMIA - ERECHIM - 2016/1,8,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
47189617-c580-4346-b6c4-feea86a348a6,GCA475,Processamento de produtos de origem animal,4,60,99-AGRONOMIA - ERECHIM - 2019/1,8,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
c8c5ec0f-032f-4909-b759-e4af4bf479ab,GCA476,Elaboração de projetos,2,30,74-AGRONOMIA - ERECHIM - 2016/1,8,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
b323ae2e-513e-4ad4-8fe8-6b57322d993b,GCA477,Processamento de produtos de origem vegetal,4,60,74-AGRONOMIA - ERECHIM - 2016/1,9,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
7e4844c8-4b6d-438d-a7d7-36c223258200,GCA477,Processamento de produtos de origem vegetal,4,60,99-AGRONOMIA - ERECHIM - 2019/1,9,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
e648ec0a-b864-4643-bce0-8f281d2c96ed,GCA477,Processamento de produtos de origem vegetal,4,60,68-AGRONOMIA - ERECHIM - 2014/1,9,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
46c1cdaa-8787-4baf-999c-0d112988bf68,GCA478,Extensão rural,3,45,74-AGRONOMIA - ERECHIM - 2016/1,9,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
b76d4191-85ca-483b-83b4-0dadb8543844,GCA478,Extensão rural,3,45,99-AGRONOMIA - ERECHIM - 2019/1,9,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
a24f3d0a-f43d-4d7f-9225-da69bb7c613f,GCA478,Extensão rural,3,45,68-AGRONOMIA - ERECHIM - 2014/1,9,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
d41c1431-3bb3-4ca9-849f-78bd84753aa8,GCA479,Produção e tecnologia de sementes,4,60,68-AGRONOMIA - ERECHIM - 2014/1,9,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
ae4f5e05-a823-4d1f-ba50-46080c1e8beb,GCA479,Produção e tecnologia de sementes,4,60,99-AGRONOMIA - ERECHIM - 2019/1,9,Sim,Não,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
c8733f15-a232-45b5-b061-32ac84de7065,GCA480,Trabalho de conclusão de curso,2,30,74-AGRONOMIA - ERECHIM - 2016/1,9,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
c0b1e4c9-e36f-43ce-b749-1d272a6a5342,GCA481,Estágio curricular supervisionado,30,450,74-AGRONOMIA - ERECHIM - 2016/1,10,Sim,Não,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
61559e18-7855-4f1c-877f-2e4ffe5155c6,GCA482,Plantas bioativas,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
39585e4a-2c3d-4ee4-a7b5-c80c6ad63fe7,GCA482,Plantas bioativas,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
51cef7e2-d139-4a41-82ca-3009c96a5b86,GCA482,Plantas bioativas,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
72ac29b2-682c-4faa-8b20-68546cecdb9b,GCA483,Manejo ecológico de pragas e doenças,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
97f586ae-321a-4326-94fd-20275a82a444,GCA483,Manejo ecológico de pragas e doenças,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
d4b27b7c-c799-4bfb-aec5-245461eafa7a,GCA483,Manejo ecológico de pragas e doenças,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
0ced44e3-01f7-4331-b25f-460199bbcb2c,GCA484,Tópicos especiais em mecanização e máquinas agrícolas,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
01da0541-9cf4-435d-a2f1-e861e3eaf885,GCA484,Tópicos especiais em mecanização e máquinas agrícolas,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
07d0b2c7-3378-40ec-8ef0-dececc5f4249,GCA484,Tópicos especiais em mecanização e máquinas agrícolas,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
8d692197-6687-45ba-8e6a-ec0cb0bb49bb,GCA485,Tópicos em pós-colheita,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
c771133c-0a08-4012-a2c5-7fdb74827627,GCA485,Tópicos em pós-colheita,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
ff7b9580-2f69-49e4-9085-0d0589d7e4e0,GCA485,Tópicos em pós-colheita,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
484e0d0f-be8f-4b87-b432-36899c014cee,GCA486,Tópicos especiais em fruticultura,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
69301e2e-f539-423b-8807-71572e77b175,GCA486,Tópicos especiais em fruticultura,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
a5da3445-3301-4c67-a1f6-57b39d26d023,GCA486,Tópicos especiais em fruticultura,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
c082ac66-23e3-42f7-a38e-c72b5fe523c6,GCA487,Tópicos especiais em olericultura,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
d2e85188-f88e-4aee-a14d-582c4a4aaa63,GCA487,Tópicos especiais em olericultura,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
a5fa2732-c90e-4b07-b63e-7c379a47439e,GCA487,Tópicos especiais em olericultura,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
959b085f-a45b-4ecf-8b95-4b865690562e,GCA488,Ovinocultura e caprinocultura,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
e990eea0-3e4c-4302-8193-f409b34dce56,GCA488,Ovinocultura e caprinocultura,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
e6a97f53-e70d-4b2f-9c1e-a22cbdb8f7c6,GCA488,Ovinocultura e caprinocultura,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
248cb75c-782e-4f5d-8c14-9371b2caad90,GCA489,Tecnologia de aplicação de agrotóxicos,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
6f04abf4-50bd-42eb-bc70-3572cbef3fbb,GCA489,Tecnologia de aplicação de agrotóxicos,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
4f97f11b-650e-4cd6-a684-25ad8b353e57,GCA489,Tecnologia de aplicação de agrotóxicos,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
63fba09c-9bfe-4335-b0ce-aa71e13d47ee,GCA490,Conservação de alimentos,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
e9d164bf-54c3-4a7a-8633-23fc7467d82c,GCA490,Conservação de alimentos,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
87cbaa55-d261-46bc-b294-ed78a1b99f6d,GCA490,Conservação de alimentos,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
99301887-4311-4b79-9b1e-50a6dd8ddebf,GCA491,Ciência da carne,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
91f59ec0-7c58-4e4f-bb14-fc1d4292fbf3,GCA491,Ciência da carne,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
f62237b3-82e2-42e0-8c63-bcaccba3cf5f,GCA491,Ciência da carne,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
0a8482e6-7a52-470e-9c27-d752f4735cb7,GCA492,Agricultura de precisão,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
cb09c6fa-4b7e-416f-830f-e612c16d765c,GCA492,Agricultura de precisão,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
0333559e-16bb-427c-b92f-5553e86c1e9d,GCA492,Agricultura de precisão,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
8ad00b48-1403-478a-8380-8f392274dfca,GCA493,Homeopatia vegetal,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
ab90298a-fdc7-4061-be6c-6d5aec3a82ae,GCA493,Homeopatia vegetal,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
9ac550c8-9057-4498-9c4b-36921ead8587,GCA493,Homeopatia vegetal,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
4cfbf837-cb32-4742-b76c-ef4064dbcef7,GCA494,Metabólitos secundários de plantas e aplicações na agricultura,3,45,99-AGRONOMIA - ERECHIM - 2019/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
03f60860-a6c9-4e98-8a5a-5bd4547703ea,GCA494,Metabólitos secundários de plantas e aplicações na agricultura,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
34af5073-b19d-4e4e-a4d9-00d77c98ba7c,GCA494,Metabólitos secundários de plantas e aplicações na agricultura,3,45,68-AGRONOMIA - ERECHIM - 2014/1,0,Não,Sim,Erechim,5524,5000382,AGRONOMIA,INTEGRAL,Não,Sim,2020-01-21
b1a45f7b-862b-4cfc-95a6-bdf8a2e5b26e,GCA495,Tópicos especiais em agronomia II,3,45,74-AGRONOMIA - ERECHIM - 2016/1,0,Não,Sim,Erechim,5502,5000382,AGRONOMIA,INTEGRAL,Sim,Sim,2020-01-21
